Part Type,Team,TS,ACC,DEC,HSC,MSC,LSC,Reliability,Condition,Age,Performance Improvability
Rear Wing,12,,,,288,,,75,75,14,6
Rear Wing,13,,,,350,,,75,75,26,5
Rear Wing,13,,,,345,,,65,65,6,7
Rear Wing,14,,,,317,,,70,70,22,11
Rear Wing,14,,,,316,,,70,70,35,5
Rear Wing,15,,,,223,,,75,75,18,11
Rear Wing,15,,,,221,,,85,85,32,7
Rear Wing,16,,,,239,,,80,80,20,5
Rear Wing,16,,,,237,,,65,65,10,11
Rear Wing,17,,,,202,,,85,85,39,10
Rear Wing,17,,,,202,,,65,65,3,12
Rear Wing,18,,,,305,,,80,80,17,4
Rear Wing,18,,,,304,,,70,70,15,7
Rear Wing,19,,,,218,,,75,75,7,9
Rear Wing,19,,,,215,,,85,85,22,10
Rear Wing,20,,,,223,,,55,55,4,6
Rear Wing,20,,,,220,,,60,60,35,5
Rear Wing,21,,,,214,,,65,65,35,9
Rear Wing,21,,,,212,,,65,65,20,7
Rear Wing,22,,,,23,,,80,80,17,7
Rear Wing,22,,,,22,,,90,90,12,5
Rear Wing,23,,,,23,,,90,90,21,5
Rear Wing,23,,,,22,,,80,80,19,3
Rear Wing,24,,,,23,,,80,80,2,5
Rear Wing,24,,,,21,,,75,75,27,3
Rear Wing,25,,,,23,,,80,80,19,4
Rear Wing,25,,,,20,,,60,60,30,6
Rear Wing,26,,,,22,,,70,70,9,3
Rear Wing,26,,,,19,,,90,90,14,3
Rear Wing,27,,,,23,,,65,65,26,3
Rear Wing,27,,,,23,,,60,60,20,5
Rear Wing,28,,,,23,,,65,65,18,5
Rear Wing,28,,,,22,,,75,75,8,11
Rear Wing,29,,,,23,,,70,70,27,10
Rear Wing,29,,,,20,,,65,65,18,8
Rear Wing,30,,,,23,,,80,80,6,5
Rear Wing,30,,,,21,,,70,70,7,5
Rear Wing,31,,,,23,,,80,80,13,6
Rear Wing,31,,,,23,,,70,70,7,5
Rear Wing GT,32,,,,300,,,80,80,17,7
Rear Wing GT,32,,,,285,,,90,90,12,5
Rear Wing GT,33,,,,263,,,90,90,21,5
Rear Wing GT,33,,,,265,,,80,80,19,3
Rear Wing GT,34,,,,336,,,80,80,2,5
Rear Wing GT,34,,,,310,,,75,75,27,3
Rear Wing GT,35,,,,240,,,80,80,19,4
Rear Wing GT,35,,,,237,,,60,60,30,6
Rear Wing GT,36,,,,275,,,70,70,9,3
Rear Wing GT,36,,,,273,,,90,90,14,3
Rear Wing GT,37,,,,247,,,65,65,26,3
Rear Wing GT,37,,,,245,,,60,60,20,5
Rear Wing GT,38,,,,275,,,65,65,18,5
Rear Wing GT,38,,,,273,,,75,75,8,11
Rear Wing GT,39,,,,232,,,70,70,27,10
Rear Wing GT,39,,,,231,,,65,65,18,8
Rear Wing GT,40,,,,204,,,80,80,6,5
Rear Wing GT,40,,,,202,,,70,70,7,5
Rear Wing GT,41,,,,219,,,80,80,13,6
Rear Wing GT,41,,,,217,,,70,70,7,5
Rear Wing GT,42,,,,167,,,80,80,17,7
Rear Wing GT,42,,,,166,,,90,90,12,5
Rear Wing GT,43,,,,96,,,90,90,21,5
Rear Wing GT,43,,,,96,,,80,80,19,3
Rear Wing GT,44,,,,119,,,80,80,2,5
Rear Wing GT,44,,,,116,,,75,75,27,3
Rear Wing GT,45,,,,145,,,80,80,19,4
Rear Wing GT,45,,,,144,,,60,60,30,6
Rear Wing GT,46,,,,55,,,70,70,9,3
Rear Wing GT,46,,,,53,,,90,90,14,3
Rear Wing GT,47,,,,64,,,65,65,26,3
Rear Wing GT,47,,,,63,,,60,60,20,5
Rear Wing GT,48,,,,54,,,65,65,18,5
Rear Wing GT,48,,,,54,,,75,75,8,11
Rear Wing GT,49,,,,33,,,60,70,27,10
Rear Wing GT,49,,,,31,,,55,65,18,8
Rear Wing GT,50,,,,18,,,80,80,6,5
Rear Wing GT,50,,,,16,,,70,70,7,5
Rear Wing GT,51,,,,2,,,80,80,13,6
Rear Wing GT,51,,,,1,,,70,70,7,5
Rear WingGET,52,,,,971,,,60,60,6,5
Rear WingGET,52,,,,969,,,58,58,7,5
Rear WingGET,53,,,,761,,,80,80,13,6
Rear WingGET,53,,,,758,,,70,70,7,5
Rear WingGET,54,,,,806,,,80,80,17,7
Rear WingGET,54,,,,798,,,80,80,12,5
Rear WingGET,55,,,,684,,,76,76,21,5
Rear WingGET,55,,,,674,,,73,73,19,3
Rear WingGET,56,,,,776,,,80,80,2,5
Rear WingGET,56,,,,775,,,80,80,27,3
Rear WingGET,57,,,,662,,,60,60,19,4
Rear WingGET,57,,,,657,,,60,60,30,6
Rear WingGET,58,,,,44,,,70,70,9,3
Rear WingGET,58,,,,43,,,90,90,14,3
Rear WingGET,59,,,,47,,,65,65,26,3
Rear WingGET,59,,,,45,,,60,60,20,5
Rear WingGET,60,,,,53,,,65,65,18,5
Rear WingGET,60,,,,50,,,75,75,8,11
Rear WingGET,61,,,,63,,,70,70,27,10
Rear WingGET,61,,,,56,,,65,65,18,8
Rear WingGET,62,,,,43,,,80,80,6,5
Rear WingGET,62,,,,42,,,70,70,7,5
Rear WingGET,63,,,,29,,,80,80,13,6
Rear WingGET,63,,,,22,,,70,70,7,5
Engine,64,980,,,,,,90,90,19,5
Engine,64,980,,,,,,90,90,19,5
Gearbox,64,,920,,,,,70,70,36,8
Gearbox,64,,920,,,,,70,70,36,8
Brakes,64,,,940,,,,85,85,9,7
Brakes,64,,,940,,,,85,85,9,7
Suspension,64,,,,,966,,85,85,16,3
Suspension,64,,,,,966,,85,85,16,3
Front Wing,64,,,,,,820,65,65,27,7
Front Wing,64,,,,,,820,65,65,27,7
Rear Wing,64,,,,958,,,75,75,40,11
Rear Wing,64,,,,958,,,75,75,40,11
Engine,65,980,,,,,,90,90,19,5
Engine,65,980,,,,,,90,90,19,5
Gearbox,65,,920,,,,,70,70,36,8
Gearbox,65,,920,,,,,70,70,36,8
Brakes,65,,,940,,,,85,85,9,7
Brakes,65,,,940,,,,85,85,9,7
Suspension,65,,,,,966,,85,85,16,3
Suspension,65,,,,,966,,85,85,16,3
Front Wing,65,,,,,,820,65,65,27,7
Front Wing,65,,,,,,820,65,65,27,7
Rear Wing,65,,,,958,,,75,75,40,11
Rear Wing,65,,,,958,,,75,75,40,11
Engine,66,200,,,,,,90,90,19,5
Engine,66,200,,,,,,90,90,19,5
Gearbox,66,,200,,,,,70,70,36,8
Gearbox,66,,200,,,,,70,70,36,8
Brakes,66,,,200,,,,85,85,9,7
Brakes,66,,,200,,,,85,85,9,7
Suspension,66,,,,,200,,85,85,16,3
Suspension,66,,,,,200,,85,85,16,3
Front Wing,66,,,,,,200,65,65,27,7
Front Wing,66,,,,,,200,65,65,27,7
Rear Wing,66,,,,200,,,75,75,40,11
Rear Wing,66,,,,200,,,75,75,40,11
Engine,67,200,,,,,,90,90,19,5
Engine,67,200,,,,,,90,90,19,5
Gearbox,67,,200,,,,,70,70,36,8
Gearbox,67,,200,,,,,70,70,36,8
Brakes,67,,,200,,,,85,85,9,7
Brakes,67,,,200,,,,85,85,9,7
Suspension,67,,,,,200,,85,85,16,3
Suspension,67,,,,,200,,85,85,16,3
Front Wing,67,,,,,,200,65,65,27,7
Front Wing,67,,,,,,200,65,65,27,7
Rear Wing,67,,,,200,,,75,75,40,11
Rear Wing,67,,,,200,,,75,75,40,11
Engine,68,200,,,,,,90,90,19,5
Engine,68,200,,,,,,90,90,19,5
Gearbox,68,,200,,,,,70,70,36,8
Gearbox,68,,200,,,,,70,70,36,8
Brakes,68,,,200,,,,85,85,9,7
Brakes,68,,,200,,,,85,85,9,7
Suspension,68,,,,,200,,85,85,16,3
Suspension,68,,,,,200,,85,85,16,3
Front Wing,68,,,,,,200,65,65,27,7
Front Wing,68,,,,,,200,65,65,27,7
Rear Wing,68,,,,200,,,75,75,40,11
Rear Wing,68,,,,200,,,75,75,40,11
Engine,69,200,,,,,,90,90,19,5
Engine,69,200,,,,,,90,90,19,5
Gearbox,69,,200,,,,,70,70,36,8
Gearbox,69,,200,,,,,70,70,36,8
Brakes,69,,,200,,,,85,85,9,7
Brakes,69,,,200,,,,85,85,9,7
Suspension,69,,,,,200,,85,85,16,3
Suspension,69,,,,,200,,85,85,16,3
Front Wing,69,,,,,,200,65,65,27,7
Front Wing,69,,,,,,200,65,65,27,7
Rear Wing,69,,,,200,,,75,75,40,11
Rear Wing,69,,,,200,,,75,75,40,11
Engine GT,70,13,,,,,,65,65,6,5
Engine GT,70,13,,,,,,65,65,6,5
Brakes GT,70,,,13,,,,70,70,5,8
Brakes GT,70,,,13,,,,60,60,2,11
Suspension GT,70,,,,,10,,85,80,13,7
Suspension GT,70,,,,,10,,75,70,2,9
Rear Wing GT,70,,,,10,,,70,70,9,3
Rear Wing GT,70,,,,10,,,90,90,14,3
Engine GT,71,13,,,,,,65,65,6,5
Engine GT,71,13,,,,,,65,65,6,5
Brakes GT,71,,,13,,,,70,70,5,8
Brakes GT,71,,,13,,,,60,60,2,11
Suspension GT,71,,,,,10,,85,80,13,7
Suspension GT,71,,,,,10,,75,70,2,9
Rear Wing GT,71,,,,10,,,70,70,9,3
Rear Wing GT,71,,,,10,,,90,90,14,3
Engine GT,72,13,,,,,,65,65,6,5
Engine GT,72,13,,,,,,65,65,6,5
Brakes GT,72,,,13,,,,70,70,5,8
Brakes GT,72,,,13,,,,60,60,2,11
Suspension GT,72,,,,,10,,85,80,13,7
Suspension GT,72,,,,,10,,75,70,2,9
Rear Wing GT,72,,,,10,,,70,70,9,3
Rear Wing GT,72,,,,10,,,90,90,14,3
Engine GT,73,13,,,,,,65,65,6,5
Engine GT,73,13,,,,,,65,65,6,5
Brakes GT,73,,,13,,,,70,70,5,8
Brakes GT,73,,,13,,,,60,60,2,11
Suspension GT,73,,,,,10,,85,80,13,7
Suspension GT,73,,,,,10,,75,70,2,9
Rear Wing GT,73,,,,10,,,70,70,9,3
Rear Wing GT,73,,,,10,,,90,90,14,3
