Part Type,Company Name,ID,Logo ID,Price,Fuel Efficiency,Improveability,Tyre Wear,Tyre Heating,Overcharge Zone,Starting Charge,Harvest Efficiency Min,Harvest Efficiency Max,Hybrid Gates,Power Gates,Charge Size,BatteryType,Min Boundary,Max Boundary,Starting Level Min,Starting Level Max,Tier,Team Discount,Discount Amount,Teams That Cannot Buy This,Description
ECU,Micronix Racing,311,13,2,NA,NA,-3,-0.5,,,,,,,,,,NoseHeight = 0.19; RearPackage = 0.03,,,3,,,,
ECU,Micronix Racing,312,14,1,NA,NA,-2.5,-3.5,,,,,,,,,,NoseHeight = 0.06; RearPackage = 0.11,,,3,,,,
ECU,Micronix Racing,313,15,1.5,NA,NA,-3.5,0.5,,,,,,,,,,NoseHeight = 0.16; RearPackage = 0,,,3,,,,
Engine,Steinmann X,36,1,2,2,-1,NA,NA,,,,,,,,,NoseHeight = 0.02; RearPackage = 0,,0,0,3,,,,
Engine,Hammer,38,5,5,2,-5,NA,NA,,,,,,,,,NoseHeight = 0.06; RearPackage = 0,,2,2,3,,,,
Engine,Steinmann ,45,6,4,-2,3,NA,NA,,,,,,,,,NoseHeight = 0; RearPackage = 0.07,,6,6,3,,,,
Engine,Rossini Velocità,266,2,2,-8,-4,NA,NA,,,,,,,,,NoseHeight = 0.04; RearPackage = 0.04,,0,0,3,,,,
Engine,Kitano,267,3,2,-2,2,NA,NA,,,,,,,,,NoseHeight = 0.01; RearPackage = 0.01,,1,1,3,,,,
Engine,Mersault MK3,268,4,5,-6,-3,NA,NA,,,,,,,,,NoseHeight = 0.06; RearPackage = 0.06,,1,1,3,,,,
Engine,Rossini,269,7,1,-7,-2,NA,NA,,,,,,,,,NoseHeight = 0.09; RearPackage = 0.14,,6,6,3,,,,
Engine,Mersault MK2,270,8,8,-5,5,NA,NA,,,,,,,,,NoseHeight = 0.07; RearPackage = 0.1,,5,5,3,,,,
Engine,Shimizu RA1,271,9,10,-3,9,NA,NA,,,,,,,,,NoseHeight = 0.16; RearPackage = 0.1,,1,1,3,,,,
Engine,Rossini,272,10,6,-8,11,NA,NA,,,,,,,,,NoseHeight = 0.12; RearPackage = 0.19,,6,6,3,,,,
Engine,Mersault MK1,273,11,12,-1,-3,NA,NA,,,,,,,,,NoseHeight = 0.11; RearPackage = 0.21,,10,10,3,,,,
Engine,Shimizu,274,12,7,-5,13,NA,NA,,,,,,,,,NoseHeight = 0.11; RearPackage = 0,,12,12,3,,,,
Engine,Rossini,275,13,12,-5,14,NA,NA,,,,,,,,,NoseHeight = 0.12; RearPackage = 0.15,,11,11,3,,,,
Engine,Mersault MK2,276,14,12,-5,-8,NA,NA,,,,,,,,,NoseHeight = 0.1; RearPackage = 0.1,,10,10,3,,,,
Engine,Shimizu RA1,277,15,16,9,9,NA,NA,,,,,,,,,NoseHeight = 0.29; RearPackage = 0.04,,2,2,3,,,,
ERS,Flywheel,143,1,3,,,,,0,0,0.6,0.6,1750,150,100,Flywheel,,,,,3,,,,PSG_10013542
ERS,Battery,328,2,3,,,,,0,100,0.75,0.75,1000,300,100,Battery,,,,,3,,,,PSG_10013543
ERS,Supercapacitor,329,3,3,,,,,0,25,1,1,500,450,50,SuperCapacitor,,,,,3,,,,PSG_10013544
Fuel,Imperial Petroleum,42,2,1.5,0,-2.5,NA,NA,,,,,,,,,NoseHeight = 0.01; RearPackage = 0,,,,3,,,,
Fuel,Imperial Petroleum,43,1,1.5,-1,-3.5,NA,NA,,,,,,,,,NoseHeight = 0.01; RearPackage = 0.01,,,,3,,,,
Fuel,Imperial Petroleum,44,3,2,-0.5,-1.5,NA,NA,,,,,,,,,NoseHeight = 0.06; RearPackage = 0.06,,,,3,,,,
Fuel,Imperial Petroleum,290,4,2,2.5,0.5,NA,NA,,,,,,,,,NoseHeight = 0; RearPackage = 0.05,,,,3,,,,
Fuel,Imperial Petroleum,291,5,2.5,-3,0.5,NA,NA,,,,,,,,,NoseHeight = 0.04; RearPackage = 0.04,,,,3,,,,
Fuel,Imperial Petroleum,292,6,1,-0.5,2,NA,NA,,,,,,,,,NoseHeight = 0.05; RearPackage = 0.09,,,,3,,,,
Fuel,Imperial Petroleum,293,7,3,3.5,-1,NA,NA,,,,,,,,,NoseHeight = 0.05; RearPackage = 0.02,,,,3,,,,
Fuel,Imperial Petroleum,294,8,4.5,-0.5,4.5,NA,NA,,,,,,,,,NoseHeight = 0.01; RearPackage = 0.02,,,,3,,,,
Fuel,Imperial Petroleum,295,9,5,0.5,-0.5,NA,NA,,,,,,,,,NoseHeight = 0.09; RearPackage = 0.03,,,,3,,,,
Fuel,Imperial Petroleum,296,10,1.5,2,2,NA,NA,,,,,,,,,NoseHeight = 0.13; RearPackage = 0.19,,,,3,,,,
Fuel,Imperial Petroleum,297,11,1.5,-3,-2.5,NA,NA,,,,,,,,,NoseHeight = 0.01; RearPackage = 0.19,,,,3,,,,
Fuel,Imperial Petroleum,298,12,2,-0.5,3,NA,NA,,,,,,,,,NoseHeight = 0.11; RearPackage = 0.2,,,,3,,,,
Fuel,Imperial Petroleum,299,13,4.5,3.5,2.5,NA,NA,,,,,,,,,NoseHeight = 0.24; RearPackage = 0.15,,,,3,,,,
Fuel,Imperial Petroleum,300,14,7.5,5,7.5,NA,NA,,,,,,,,,NoseHeight = 0.05; RearPackage = 0.04,,,,3,,,,
Fuel,Imperial Petroleum,301,15,3,7,8,NA,NA,,,,,,,,,NoseHeight = 0.01; RearPackage = 0.12,,,,3,,,,
Battery,XLQ-Power,88,10,2.9,NA,NA,NA,NA,14,10,0.75,0.6,,,,,,,,,4,,,,
Battery,Electrfi,89,11,9.2,NA,NA,NA,NA,0,80,0.6,0.7,,,,,,,,,4,,,,
Battery,Matsutronics,90,12,1.1,NA,NA,NA,NA,2,55,0.15,0.2,,,,,,,,,4,,,,
Battery,Huang Lin Racing Technology,91,13,3.8,NA,NA,NA,NA,10,0,0.75,0.25,,,,,,,,,4,,,,
Battery,XLQ-Power,374,1,0.9,NA,NA,NA,NA,0,15,0,0,,,,,,,,,4,,,,
Battery,Huang Lin Racing Technology,375,2,1.8,NA,NA,NA,NA,0,15,0.1,0.3,,,,,,,,,4,,,,
Battery,Electrfi,376,3,1.6,NA,NA,NA,NA,6,15,0.05,0,,,,,,,,,4,,,,
Battery,Matsutronics,377,4,4.1,NA,NA,NA,NA,6,0,0.35,0.45,,,,,,,,,4,,,,
Battery,Xenos Electrical Engineering,378,5,1.8,NA,NA,NA,NA,0,10,0.05,0.45,,,,,,,,,4,,,,
Battery,XLQ-Power,379,6,4.1,NA,NA,NA,NA,0,25,0,0.55,,,,,,,,,4,,,,
Battery,Huang Lin Racing Technology,380,7,3.3,NA,NA,NA,NA,0,55,0,0.05,,,,,,,,,4,,,,
Battery,Electrfi,381,8,5.2,NA,NA,NA,NA,16,5,0.3,0.3,,,,,,,,,4,,,,
Battery,Matsutronics,382,9,4.1,NA,NA,NA,NA,2,40,0.25,0.7,,,,,,,,,4,,,,
Battery,Matsutronics,383,14,11.1,NA,NA,NA,NA,28,25,0.75,0.25,,,,,,,,,4,,,,
Battery,Xenos Electrical Engineering,384,15,13.1,NA,NA,NA,NA,30,55,0.6,1,,,,,,,,,4,,,,
ChassisMaterials,XCT Alloys,60,9,11,NA,NA,-3,0,,,,,,,,,,NoseHeight = 0.01; RearPackage = 0.11,,,4,,,,
ChassisMaterials,Carbulon,61,10,11,NA,NA,-4,12,,,,,,,,,,NoseHeight = 0.11; RearPackage = 0.11,,,4,,,,
ChassisMaterials,Morimoto Materials,62,11,9,NA,NA,15,5,,,,,,,,,,NoseHeight = 0.1; RearPackage = 0.03,,,4,,,,
ChassisMaterials,XCT Alloys,63,12,9,NA,NA,4,1,,,,,,,,,,NoseHeight = 0.18; RearPackage = 0.03,,,4,,,,
ChassisMaterials,Tectra Fibres,341,1,4,NA,NA,-7,-2,,,,,,,,,,NoseHeight = 0; RearPackage = 0.01,,,4,,,,
ChassisMaterials,Polymat Group,342,2,6,NA,NA,5,-8,,,,,,,,,,NoseHeight = 0.01; RearPackage = 0.02,,,4,,,,
ChassisMaterials,Carbulon,343,3,5,NA,NA,5,-8,,,,,,,,,,NoseHeight = 0.03; RearPackage = 0.01,,,4,,,,
ChassisMaterials,Morimoto Materials,344,4,6,NA,NA,2,7,,,,,,,,,,NoseHeight = 0; RearPackage = 0,,,4,,,,
ChassisMaterials,XCT Alloys,345,5,6,NA,NA,8,-2,,,,,,,,,,NoseHeight = 0.1; RearPackage = 0.06,,,4,,,,
ChassisMaterials,Polymat Group,346,6,6,NA,NA,10,-6,,,,,,,,,,NoseHeight = 0.04; RearPackage = 0.11,,,4,,,,
ChassisMaterials,Carbulon,347,7,6,NA,NA,10,-2,,,,,,,,,,NoseHeight = 0.04; RearPackage = 0.07,,,4,,,,
ChassisMaterials,Morimoto Materials,348,8,7,NA,NA,-2,-7,,,,,,,,,,NoseHeight = 0.05; RearPackage = 0.13,,,4,,,,
ChassisMaterials,Polymat Group,349,13,6,NA,NA,-8,-2,,,,,,,,,,NoseHeight = 0.11; RearPackage = 0.12,,,4,,,,
ChassisMaterials,Carbulon,350,14,18,NA,NA,5,-2,,,,,,,,,,NoseHeight = 0; RearPackage = 0.21,,,4,,,,
ChassisMaterials,Morimoto Materials,351,15,15,NA,NA,3,15,,,,,,,,,,NoseHeight = 0.13; RearPackage = 0.11,,,4,,,,
ECU,Micronix Racing,52,10,4,NA,NA,-4,2,,,,,,,,,,NoseHeight = 0.06; RearPackage = 0.07,,,4,,,,
ECU,Micronix Racing,53,11,4,NA,NA,0.5,-1,,,,,,,,,,NoseHeight = 0.04; RearPackage = 0.08,,,4,,,,
ECU,Micronix Racing,54,12,9,NA,NA,5.5,0,,,,,,,,,,NoseHeight = 0.1; RearPackage = 0.22,,,4,,,,
ECU,Micronix Racing,55,13,6.5,NA,NA,8,3.5,,,,,,,,,,NoseHeight = 0.07; RearPackage = 0.04,,,4,,,,
ECU,Micronix Racing,363,1,4.5,NA,NA,-1,0.5,,,,,,,,,,NoseHeight = 0.02; RearPackage = 0.02,,,4,,,,
ECU,Micronix Racing,364,2,4.5,NA,NA,0,1,,,,,,,,,,NoseHeight = 0.04; RearPackage = 0.02,,,4,,,,
ECU,Micronix Racing,365,3,4.5,NA,NA,1.5,1,,,,,,,,,,NoseHeight = 0.05; RearPackage = 0.03,,,4,,,,
ECU,Micronix Racing,366,4,5.5,NA,NA,-3.5,-2,,,,,,,,,,NoseHeight = 0; RearPackage = 0.08,,,4,,,,
ECU,Micronix Racing,367,5,4.5,NA,NA,-3.5,2,,,,,,,,,,NoseHeight = 0.08; RearPackage = 0.09,,,4,,,,
ECU,Micronix Racing,368,6,6,NA,NA,2,4.5,,,,,,,,,,NoseHeight = 0.07; RearPackage = 0.07,,,4,,,,
ECU,Micronix Racing,369,7,6,NA,NA,2.5,5,,,,,,,,,,NoseHeight = 0.13; RearPackage = 0.12,,,4,,,,
ECU,Micronix Racing,370,8,6,NA,NA,-3,4,,,,,,,,,,NoseHeight = 0.11; RearPackage = 0.13,,,4,,,,
ECU,Micronix Racing,371,9,4,NA,NA,-0.5,5.5,,,,,,,,,,NoseHeight = 0.06; RearPackage = 0.13,,,4,,,,
ECU,Micronix Racing,372,14,4,NA,NA,8,1,,,,,,,,,,NoseHeight = 0.09; RearPackage = 0.16,,,4,,,,
ECU,Micronix Racing,373,15,11,NA,NA,9,1.5,,,,,,,,,,NoseHeight = 0.04; RearPackage = 0.07,,,4,,,,
Engine,Mersault MK1,48,11,13,10,-5,NA,NA,,,,,,,,,NoseHeight = 0.21; RearPackage = 0.15,,39,136,4,,,,
Engine,Shimizu,49,12,5,12,3,NA,NA,,,,,,,,,NoseHeight = 0.14; RearPackage = 0.11,,14,54,4,,,,
Engine,Rossini,50,13,16,-8,2,NA,NA,,,,,,,,,NoseHeight = 0.21; RearPackage = 0.05,,52,142,4,,,,
Engine,Mersault MK2,51,14,4,10,2,NA,NA,,,,,,,,,NoseHeight = 0.08; RearPackage = 0.24,,35,59,4,,,,
Engine,Steinmann X,330,1,5,1,-4,NA,NA,,,,,,,,,NoseHeight = 0.02; RearPackage = 0,,0,0,4,,,,
Engine,Rossini Velocità,331,2,6,-3,-4,NA,NA,,,,,,,,,NoseHeight = 0.04; RearPackage = 0.04,,1,1,4,,,,
Engine,Kitano,332,3,6,-5,4,NA,NA,,,,,,,,,NoseHeight = 0.04; RearPackage = 0.01,,2,4,4,,,,
Engine,Mersault MK3,333,4,6,6,7,NA,NA,,,,,,,,,NoseHeight = 0.05; RearPackage = 0.03,,0,0,4,,,,
Engine,Hammer,334,5,7,-8,7,NA,NA,,,,,,,,,NoseHeight = 0.07; RearPackage = 0.02,,20,59,4,,,,
Engine,Steinmann ,335,6,6,3,-5,NA,NA,,,,,,,,,NoseHeight = 0.06; RearPackage = 0,,6,18,4,,,,
Engine,Rossini,336,7,5,8,2,NA,NA,,,,,,,,,NoseHeight = 0.02; RearPackage = 0.12,,12,23,4,,,,
Engine,Mersault MK2,337,8,5,-6,2,NA,NA,,,,,,,,,NoseHeight = 0.11; RearPackage = 0.15,,16,32,4,,,,
Engine,Shimizu RA1,338,9,6,9,8,NA,NA,,,,,,,,,NoseHeight = 0.17; RearPackage = 0.06,,7,26,4,,,,
Engine,Rossini,339,10,10,-6,6,NA,NA,,,,,,,,,NoseHeight = 0.04; RearPackage = 0.15,,7,27,4,,,,
Engine,Shimizu RA1,340,15,11,-1,19,NA,NA,,,,,,,,,NoseHeight = 0.24; RearPackage = 0.21,,35,45,4,,,,
ERS,Flywheel,146,1,3,,,,,0,0,0.6,0.6,1750,150,100,Flywheel,,,,,4,,,,PSG_10013542
ERS,Battery,385,2,3,,,,,0,100,0.75,0.75,1000,300,100,Battery,,,,,4,,,,PSG_10013543
ERS,Supercapacitor,386,3,3,,,,,0,25,1,1,500,450,50,SuperCapacitor,,,,,4,,,,PSG_10013544
Fuel,Imperial Petroleum,56,11,4.5,-1.5,3,NA,NA,,,,,,,,,NoseHeight = 0.11; RearPackage = 0.1,,,,4,,,,
Fuel,Imperial Petroleum,57,12,5,-2.5,-1.5,NA,NA,,,,,,,,,NoseHeight = 0.24; RearPackage = 0.17,,,,4,,,,
Fuel,Imperial Petroleum,58,13,5.5,4.5,-2.5,NA,NA,,,,,,,,,NoseHeight = 0.15; RearPackage = 0.25,,,,4,,,,
Fuel,Imperial Petroleum,59,14,8,-1,-3,NA,NA,,,,,,,,,NoseHeight = 0.22; RearPackage = 0.15,,,,4,,,,
Fuel,Imperial Petroleum,352,1,4,2,-3.5,NA,NA,,,,,,,,,NoseHeight = 0; RearPackage = 0.01,,,,4,,,,
Fuel,Imperial Petroleum,353,2,4.5,-4,-3.5,NA,NA,,,,,,,,,NoseHeight = 0.01; RearPackage = 0.01,,,,4,,,,
Fuel,Imperial Petroleum,354,3,4.5,-4,1.5,NA,NA,,,,,,,,,NoseHeight = 0.03; RearPackage = 0.06,,,,4,,,,
Fuel,Imperial Petroleum,355,4,4,0.5,-3.5,NA,NA,,,,,,,,,NoseHeight = 0.02; RearPackage = 0.07,,,,4,,,,
Fuel,Imperial Petroleum,356,5,6,1,2,NA,NA,,,,,,,,,NoseHeight = 0.03; RearPackage = 0.1,,,,4,,,,
Fuel,Imperial Petroleum,357,6,5,3,4.5,NA,NA,,,,,,,,,NoseHeight = 0.02; RearPackage = 0.06,,,,4,,,,
Fuel,Imperial Petroleum,358,7,6,5.5,-3.5,NA,NA,,,,,,,,,NoseHeight = 0.14; RearPackage = 0.11,,,,4,,,,
Fuel,Imperial Petroleum,359,8,6,5.5,3,NA,NA,,,,,,,,,NoseHeight = 0.09; RearPackage = 0.09,,,,4,,,,
Fuel,Imperial Petroleum,360,9,5,-2,1.5,NA,NA,,,,,,,,,NoseHeight = 0.07; RearPackage = 0.09,,,,4,,,,
Fuel,Imperial Petroleum,361,10,5.5,3.5,-1,NA,NA,,,,,,,,,NoseHeight = 0; RearPackage = 0.09,,,,4,,,,
Fuel,Imperial Petroleum,362,15,8.5,7.5,5.5,NA,NA,,,,,,,,,NoseHeight = 0.18; RearPackage = 0.01,,,,4,,,,
Battery,XLQ-Power,92,1,0.3,NA,NA,NA,NA,2,15,0.05,0,,,,,,,,,5,,,,
Battery,Huang Lin Racing Technology,93,2,1.6,NA,NA,NA,NA,0,25,0,0.1,,,,,,,,,5,,,,
Battery,Electrfi,94,3,2.7,NA,NA,NA,NA,6,5,0.4,0,,,,,,,,,5,,,,
Battery,Matsutronics,435,4,3.7,NA,NA,NA,NA,4,35,0.35,0.1,,,,,,,,,5,,,,
Battery,Xenos Electrical Engineering,436,5,2.1,NA,NA,NA,NA,2,50,0.1,0,,,,,,,,,5,,,,
Battery,XLQ-Power,437,6,0.4,NA,NA,NA,NA,2,25,0.05,0,,,,,,,,,5,,,,
Battery,Huang Lin Racing Technology,438,7,6.6,NA,NA,NA,NA,4,30,0.6,0.4,,,,,,,,,5,,,,
Battery,Electrfi,439,8,1.4,NA,NA,NA,NA,2,40,0.2,0.55,,,,,,,,,5,,,,
Battery,Matsutronics,440,9,7.9,NA,NA,NA,NA,18,5,0.6,0.45,,,,,,,,,5,,,,
Battery,XLQ-Power,441,10,4.9,NA,NA,NA,NA,0,35,0.7,0.35,,,,,,,,,5,,,,
Battery,Electrfi,442,11,5.1,NA,NA,NA,NA,2,45,0.45,0.35,,,,,,,,,5,,,,
Battery,Matsutronics,443,12,3,NA,NA,NA,NA,4,20,0.65,0.5,,,,,,,,,5,,,,
Battery,Huang Lin Racing Technology,444,13,3.6,NA,NA,NA,NA,26,40,0.2,0.4,,,,,,,,,5,,,,
Battery,Matsutronics,445,14,3.9,NA,NA,NA,NA,0,5,0.75,0.25,,,,,,,,,5,,,,
Battery,Xenos Electrical Engineering,446,15,7.4,NA,NA,NA,NA,16,35,0.25,0.4,,,,,,,,,5,,,,
ChassisMaterials,Tectra Fibres,73,1,2,NA,NA,-2,-3,,,,,,,,,,NoseHeight = 0; RearPackage = 0.01,,,5,,,,
ChassisMaterials,Carbulon,74,3,1,NA,NA,-2,2,,,,,,,,,,NoseHeight = 0; RearPackage = 0,,,5,,,,
ChassisMaterials,XCT Alloys,75,5,4,NA,NA,-2,0,,,,,,,,,,NoseHeight = 0.09; RearPackage = 0.09,,,5,,,,
ChassisMaterials,Polymat Group,399,2,1,NA,NA,-7,0,,,,,,,,,,NoseHeight = 0.04; RearPackage = 0,,,5,,,,
ChassisMaterials,Morimoto Materials,400,4,4,NA,NA,1,-7,,,,,,,,,,NoseHeight = 0.03; RearPackage = 0.06,,,5,,,,
ChassisMaterials,Polymat Group,401,6,4,NA,NA,7,-4,,,,,,,,,,NoseHeight = 0.09; RearPackage = 0.12,,,5,,,,
ChassisMaterials,Carbulon,402,7,6,NA,NA,-2,-6,,,,,,,,,,NoseHeight = 0.14; RearPackage = 0.11,,,5,,,,
ChassisMaterials,Morimoto Materials,403,8,1,NA,NA,4,5,,,,,,,,,,NoseHeight = 0.14; RearPackage = 0.06,,,5,,,,
ChassisMaterials,XCT Alloys,404,9,5,NA,NA,3,7,,,,,,,,,,NoseHeight = 0.1; RearPackage = 0.01,,,5,,,,
ChassisMaterials,Carbulon,405,10,10,NA,NA,4,5,,,,,,,,,,NoseHeight = 0.1; RearPackage = 0.2,,,5,,,,
ChassisMaterials,Morimoto Materials,406,11,12,NA,NA,-8,-6,,,,,,,,,,NoseHeight = 0.11; RearPackage = 0.21,,,5,,,,
ChassisMaterials,XCT Alloys,407,12,5,NA,NA,11,-1,,,,,,,,,,NoseHeight = 0.2; RearPackage = 0.01,,,5,,,,
ChassisMaterials,Polymat Group,408,13,7,NA,NA,7,-3,,,,,,,,,,NoseHeight = 0.11; RearPackage = 0.13,,,5,,,,
ChassisMaterials,Carbulon,409,14,12,NA,NA,-7,13,,,,,,,,,,NoseHeight = 0.18; RearPackage = 0.06,,,5,,,,
ChassisMaterials,Morimoto Materials,410,15,2,NA,NA,13,-5,,,,,,,,,,NoseHeight = 0.11; RearPackage = 0.23,,,5,,,,
ECU,Micronix Racing,67,1,1.5,NA,NA,1,0.5,,,,,,,,,,NoseHeight = 0.01; RearPackage = 0,,,5,,,,
ECU,Micronix Racing,68,3,2.5,NA,NA,-1.5,1,,,,,,,,,,NoseHeight = 0.06; RearPackage = 0.06,,,5,,,,
ECU,Micronix Racing,69,5,1.5,NA,NA,0.5,0,,,,,,,,,,NoseHeight = 0.02; RearPackage = 0.06,,,5,,,,
ECU,Micronix Racing,423,2,2,NA,NA,0.5,-3.5,,,,,,,,,,NoseHeight = 0.01; RearPackage = 0.01,,,5,,,,
ECU,Micronix Racing,424,4,1,NA,NA,-0.5,1.5,,,,,,,,,,NoseHeight = 0.02; RearPackage = 0.05,,,5,,,,
ECU,Micronix Racing,425,6,3,NA,NA,3.5,-3,,,,,,,,,,NoseHeight = 0.12; RearPackage = 0.08,,,5,,,,
ECU,Micronix Racing,426,7,4,NA,NA,2,-3.5,,,,,,,,,,NoseHeight = 0.09; RearPackage = 0.02,,,5,,,,
ECU,Micronix Racing,427,8,4.5,NA,NA,1,1.5,,,,,,,,,,NoseHeight = 0.1; RearPackage = 0.09,,,5,,,,
ECU,Micronix Racing,428,9,3,NA,NA,5,3.5,,,,,,,,,,NoseHeight = 0.12; RearPackage = 0.07,,,5,,,,
ECU,Micronix Racing,429,10,4,NA,NA,4.5,-4,,,,,,,,,,NoseHeight = 0.11; RearPackage = 0.13,,,5,,,,
ECU,Micronix Racing,430,11,4.5,NA,NA,0.5,-1,,,,,,,,,,NoseHeight = 0.18; RearPackage = 0.11,,,5,,,,
ECU,Micronix Racing,431,12,6.5,NA,NA,-1.5,-3.5,,,,,,,,,,NoseHeight = 0.17; RearPackage = 0.14,,,5,,,,
ECU,Micronix Racing,432,13,5.5,NA,NA,1,-4,,,,,,,,,,NoseHeight = 0.02; RearPackage = 0.25,,,5,,,,
ECU,Micronix Racing,433,14,6,NA,NA,-0.5,7,,,,,,,,,,NoseHeight = 0.25; RearPackage = 0.05,,,5,,,,
ECU,Micronix Racing,434,15,2,NA,NA,0.5,-1.5,,,,,,,,,,NoseHeight = 0.3; RearPackage = 0,,,5,,,,
Engine,Steinmann X,64,1,2,0,2,NA,NA,,,,,,,,,NoseHeight = 0.02; RearPackage = 0.02,,0,0,5,,,,
Engine,Kitano,65,3,3,-8,-8,NA,NA,,,,,,,,,NoseHeight = 0.02; RearPackage = 0.01,,0,0,5,,,,
Engine,Hammer,66,5,6,4,-4,NA,NA,,,,,,,,,NoseHeight = 0.06; RearPackage = 0,,3,3,5,,,,
Engine,Rossini Velocità,387,2,2,-2,-7,NA,NA,,,,,,,,,NoseHeight = 0; RearPackage = 0.04,,0,0,5,,,,
Engine,Mersault MK3,388,4,5,0,-7,NA,NA,,,,,,,,,NoseHeight = 0.07; RearPackage = 0.01,,0,0,5,,,,
Engine,Steinmann ,389,6,4,-1,1,NA,NA,,,,,,,,,NoseHeight = 0; RearPackage = 0.11,,3,3,5,,,,
Engine,Rossini,390,7,4,0,0,NA,NA,,,,,,,,,NoseHeight = 0.09; RearPackage = 0.08,,4,4,5,,,,
Engine,Mersault MK2,391,8,2,-2,-1,NA,NA,,,,,,,,,NoseHeight = 0.12; RearPackage = 0.09,,3,3,5,,,,
Engine,Shimizu RA1,392,9,3,10,1,NA,NA,,,,,,,,,NoseHeight = 0.06; RearPackage = 0.08,,9,9,5,,,,
Engine,Rossini,393,10,10,10,3,NA,NA,,,,,,,,,NoseHeight = 0.01; RearPackage = 0.07,,5,5,5,,,,
Engine,Mersault MK1,394,11,5,10,4,NA,NA,,,,,,,,,NoseHeight = 0.2; RearPackage = 0.19,,7,7,5,,,,
Engine,Shimizu,395,12,2,-6,10,NA,NA,,,,,,,,,NoseHeight = 0.17; RearPackage = 0.14,,4,4,5,,,,
Engine,Rossini,396,13,1,10,-7,NA,NA,,,,,,,,,NoseHeight = 0; RearPackage = 0.2,,1,1,5,,,,
Engine,Mersault MK2,397,14,1,7,-1,NA,NA,,,,,,,,,NoseHeight = 0.08; RearPackage = 0.17,,10,10,5,,,,
Engine,Shimizu RA1,398,15,3,10,0,NA,NA,,,,,,,,,NoseHeight = 0.05; RearPackage = 0.04,,13,13,5,,,,
ERS,Flywheel,149,1,3,,,,,0,0,0.6,0.6,1750,150,100,Flywheel,,,,,5,,,,PSG_10013542
ERS,Battery,447,2,3,,,,,0,100,0.75,0.75,1000,300,100,Battery,,,,,5,,,,PSG_10013543
ERS,Supercapacitor,448,3,3,,,,,0,25,1,1,500,450,50,SuperCapacitor,,,,,5,,,,PSG_10013544
Fuel,Imperial Petroleum,70,1,1,1,-2,NA,NA,,,,,,,,,NoseHeight = 0; RearPackage = 0.01,,,,5,,,,
Fuel,Imperial Petroleum,71,3,2.5,-3.5,2,NA,NA,,,,,,,,,NoseHeight = 0.05; RearPackage = 0.03,,,,5,,,,
Fuel,Imperial Petroleum,72,5,3.5,1.5,2.5,NA,NA,,,,,,,,,NoseHeight = 0.08; RearPackage = 0,,,,5,,,,
Fuel,Imperial Petroleum,411,2,1,-3,0.5,NA,NA,,,,,,,,,NoseHeight = 0.01; RearPackage = 0,,,,5,,,,
Fuel,Imperial Petroleum,412,4,1.5,1,-3.5,NA,NA,,,,,,,,,NoseHeight = 0.05; RearPackage = 0.08,,,,5,,,,
Fuel,Imperial Petroleum,413,6,3,0.5,2.5,NA,NA,,,,,,,,,NoseHeight = 0; RearPackage = 0.03,,,,5,,,,
Fuel,Imperial Petroleum,414,7,4,1.5,3.5,NA,NA,,,,,,,,,NoseHeight = 0.14; RearPackage = 0.03,,,,5,,,,
Fuel,Imperial Petroleum,415,8,2,0,-1.5,NA,NA,,,,,,,,,NoseHeight = 0.15; RearPackage = 0.08,,,,5,,,,
Fuel,Imperial Petroleum,416,9,4,-3,-2.5,NA,NA,,,,,,,,,NoseHeight = 0.15; RearPackage = 0,,,,5,,,,
Fuel,Imperial Petroleum,417,10,4.5,1,-1.5,NA,NA,,,,,,,,,NoseHeight = 0.15; RearPackage = 0.08,,,,5,,,,
Fuel,Imperial Petroleum,418,11,1,-1,3,NA,NA,,,,,,,,,NoseHeight = 0.05; RearPackage = 0.08,,,,5,,,,
Fuel,Imperial Petroleum,419,12,1.5,3.5,5,NA,NA,,,,,,,,,NoseHeight = 0.19; RearPackage = 0.23,,,,5,,,,
Fuel,Imperial Petroleum,420,13,6.5,6.5,2.5,NA,NA,,,,,,,,,NoseHeight = 0.17; RearPackage = 0.04,,,,5,,,,
Fuel,Imperial Petroleum,421,14,6,6.5,2.5,NA,NA,,,,,,,,,NoseHeight = 0.27; RearPackage = 0.07,,,,5,,,,
Fuel,Imperial Petroleum,422,15,1.5,-1.5,2,NA,NA,,,,,,,,,NoseHeight = 0.03; RearPackage = 0.22,,,,5,,,,
Battery,Huang Lin Racing Technology,92,13,2.5,NA,NA,NA,NA,22,20,0.4,0.6,,,,,,,,,6,,,,
Battery,XLQ-Power,493,1,0.8,NA,NA,NA,NA,2,20,0.05,0.05,,,,,,,,,6,,,,
Battery,Huang Lin Racing Technology,494,2,1.4,NA,NA,NA,NA,0,0,0.15,0.35,,,,,,,,,6,,,,
Battery,Electrfi,495,3,0.8,NA,NA,NA,NA,6,20,0,0,,,,,,,,,6,,,,
Battery,Matsutronics,496,4,1.8,NA,NA,NA,NA,8,10,0.2,0.1,,,,,,,,,6,,,,
Battery,Xenos Electrical Engineering,497,5,4,NA,NA,NA,NA,4,25,0.3,0.25,,,,,,,,,6,,,,
Battery,XLQ-Power,498,6,5.4,NA,NA,NA,NA,8,55,0.2,0,,,,,,,,,6,,,,
Battery,Huang Lin Racing Technology,499,7,4.3,NA,NA,NA,NA,10,50,0.55,0.3,,,,,,,,,6,,,,
