"Game Area","Source","Criteria","Who","English","ID","Trigger","User Data","Repeatable","Memory","Notes","English Old","French","Italian","German","Spanish","Brasilian","Dutch","Hungarian","Polish","Russian"
"Promises","DilemmaButtonText","","AnyDriver","No way!","PSG_10007723","","SubjectMorale = -10;","TRUE","","","","Pas question !","Non penso proprio!","Auf keinen Fall!","Mucho pides...","Sem chance!","Geen sprake van!","Kizárt!","Nic z tego!","Ни за что!"
"Promises","Dilemma","Type = Header; Promised = FireMechanic;","AnyDriver","My Mechanic","PSG_10007724","Type = Dilemma25;","MailType = Dilemma; MailGroup = Drivers","TRUE","","","","Mon mécanicien","Il mio meccanico","Mein Mechaniker","Mi mecánico","Meu mecânico","Mijn monteur","A szerelő","Mój mechanik","Мой механик"
"Promises","Dilemma","Type = Dilemma25;","AnyDriver","<gender^Subject=F>
Can we, er, get rid of {Sender:Mechanic}? She's not exactly the greatest race mechanic in the world… 
</gender>
<gender^Subject=M>
Can we, er, get rid of {Sender:Mechanic}? He's not exactly the greatest race mechanic in the world… 
</gender>
","PSG_10007725","","MailButton = PSG_10007727; MailButton = PSG_10007726","TRUE","","","","Euh... est-ce qu'on pourrait se débarrasser de {Sender:Mechanic} ? C'est pas vraiment le talent qui l'étouffe...","Possiamo liberarci di {Sender:Mechanic}? Non si può certo dire che sia il miglior meccanico di gara del mondo...","Könnte ich vielleicht einen neuen Rennmechaniker bekommen? {Sender:Mechanic} ist wirklich nicht der hellste Stern am Mechanikerhimmel …","Esto... ¿podemos deshacernos de {Sender:Mechanic}? Como mecánico de carreras deja mucho que desear... ","<gender^Subject=F>
Será que podíamos, hmm, dispensar a {Sender:Mechanic}? Ela não é bem a melhor mecânica para corridas...
</gender>
<gender^Subject=M>
Será que podíamos, hmm, dispensar o {Sender:Mechanic}? Ele não é bem o melhor mecânico para corridas...
</gender> ","<gender^Subject=F>
Kunnen we {Sender:Mechanic} eh, de laan uit sturen? Ze is niet echt de beste monteur van de wereld… 
</gender>
<gender^Subject=M>
Kunnen we {Sender:Mechanic} eh, de laan uit sturen? Hij is niet echt de beste monteur van de wereld… 
</gender>
","Hát, izé, {Sender:Mechanic} elbocsátható? Mert nem igazán ő a világ legjobb szerelője… ","{Sender:Mechanic} naprawdę nie zna się zbyt dobrze na mechanice. Musi, no... wylecieć. Możesz to załatwić?","<gender^Subject=F>
{Sender:Mechanic} меня не устраивает. Может, избавимся от нее? Она - не самый лучший механик в мире...
</gender>
<gender^Subject=M>
{Sender:Mechanic} меня не устраивает. Может, избавимся от него? Он - не самый лучший механик в мире...
</gender>"
"Promises","DilemmaButtonText","","AnyDriver","I'll make it happen","PSG_10007726","","AddPersonalityTrait = 223","TRUE","","","","Je m'en charge","Ci penso io","Ich regle das.","Me encargaré de ello","Eu cuido disso","Ik zal ervoor zorgen","Elintézem.","Zajmę się tym","Я обо всем позабочусь"
"Promises","DilemmaButtonText","","AnyDriver","No way!","PSG_10007727","","SubjectMorale = -10;","TRUE","","","","Pas question !","Non penso proprio!","Auf keinen Fall!","¡Te aguantas!","Sem chance!","Geen sprake van!","Kizárt!","Nic z tego!","Ни за что!"
"Promises","Dilemma","Type = Header; Promised = FireDesigner;","AnyDriver","Lead Designer","PSG_10007728","Type = Dilemma26;","MailType = Dilemma; MailGroup = Drivers","TRUE","","","","<gender^Subject=F>
Ingénieure en chef
</gender>
<gender^Subject=M>
Ingénieur en chef
</gender>","Capo ingegnere","Chefingenieur","<gender^Subject=F>
Ingeniera jefe
</gender>
<gender^Subject=M>
Ingeniero jefe
</gender>","<gender^PlayerEngineer=F>
Engenheira chefe
</gender>
<gender^PlayerEngineer=M>
Engenheiro chefe
</gender>","Hoofdtechnicus","Főmérnök","Główny inżynier","Главный конструктор"
"Promises","Dilemma","Type = Dilemma26;","AnyDriver","<gender^PlayerEngineer=F>
Surely we can do a bit better than {Sender:Engineer}… how about giving her the heave ho? There are plenty of other good designers out there!
</gender>
<gender^PlayerEngineer=M>
Surely we can do a bit better than {Sender:Engineer}… how about giving him the heave ho? There are plenty of other good designers out there!
</gender>
","PSG_10007729","","MailButton = PSG_10007731; MailButton = PSG_10007730","TRUE","","","","On peut sûrement mieux faire que {Sender:Engineer}... Pourquoi ne pas nous en séparer ? Il y a plein d'autres excellents ingénieurs !","Sicuramente possiamo trovare qualcuno di meglio di {Sender:Engineer}... no? Ci sono tantissimi altri bravi ingegneri nel circuito!","Da draußen gibt es so einige bessere Ingenieure als {Sender:Engineer} ... Vielleicht ist es Zeit, uns zu trennen.","Seguro que podemos tener a alguien mejor que {Sender:Engineer}... ¿Y si le damos el finiquito? ¡Tiene que haber mogollón de ingenieros mucho mejores!","<gender^PlayerEngineer=F>
Com certeza podemos ter um desempenho melhor sem a {Sender:Engineer}... o que acha de substituirmos ela? Há vários engenheiros bons por aí!
</gender>
<gender^PlayerEngineer=M>
Com certeza podemos ter um desempenho melhor sem o {Sender:Engineer}... o que acha de substituirmos ele? Há vários engenheiros bons por aí!
</gender>","<gender^PlayerEngineer=F>
We kunnen toch zeker wel iemand krijgen die beter is dan {Sender:Engineer}… wat dacht je ervan om haar de zak te geven? Er zijn genoeg andere goede technici!
</gender>
<gender^PlayerEngineer=M>
We kunnen toch zeker wel iemand krijgen die beter is dan {Sender:Engineer}… wat dacht je ervan om hem de zak te geven? Er zijn genoeg andere goede technici!
</gender>","Biztos, hogy szerezhetünk valakit, aki jobb, mint {Sender:Engineer}… mi lenne, ha útlaput kötnénk a talpára? Rengeteg más kiváló mérnök van még!","{Sender:Engineer} trochę odstaje od reszty zespołu... Chyba lepiej będzie, jak dostanie kopa. O lepszego inżyniera naprawdę nietrudno!","<gender^PlayerEngineer=F>
{Sender:Engineer} меня совсем не впечатляет... Может, уволим ее? В мире полно хороших конструкторов!
</gender>
<gender^PlayerEngineer=M>
{Sender:Engineer} меня совсем не впечатляет... Может, уволим его? В мире полно хороших конструкторов!
</gender>"
"Promises","DilemmaButtonText","","AnyDriver","I'll sort it out","PSG_10007730","","AddPersonalityTrait = 224","TRUE","","","","Je vais régler le problème","Me ne occupo io","Ich kümmere mich drum.","Me encargaré de ello","Eu resolvo isso","Ik zal ervoor zorgen","Elrendezem","Załatwię to","Я разберусь"
"Promises","DilemmaButtonText","","AnyDriver","No way!","PSG_10007731","","SubjectMorale = -10;","TRUE","","","","Pas question !","Non penso proprio!","Auf keinen Fall!","¡Ni hablar!","Sem chance!","Geen sprake van!","Kizárt!","Nic z tego!","Ни за что!"
"Promises","Dilemma","Type = Header; Promised = FireReserve;","AnyDriver","Our Reserve Driver","PSG_10007732","Type = Dilemma27;","MailType = Dilemma; MailGroup = Drivers","TRUE","","","","Notre pilote de réserve","Il nostro pilota di riserva","Unser Ersatzfahrer","Nuestro piloto reserva","Nosso piloto reserva","Onze reservecoureur","Tartalékversenyző","Nasz kierowca rezerwowy","Резервный пилот"
"Promises","Dilemma","Type = Dilemma27;","AnyDriver","<gender^PlayerDriver3=F>
{Driver3:Name} is a pretty good driver… maybe even <i>too</i> good, if you catch my drift. 

It would make me feel a lot better if she wasn't around… 
</gender>
<gender^PlayerDriver3=M>
{Driver3:Name} is a pretty good driver… maybe even <i>too</i> good, if you catch my drift. 

It would make me feel a lot better if he wasn't around… 
</gender>
","PSG_10007733","","MailButton = PSG_10007735; MailButton = PSG_10007734","TRUE","","","","<gender^PlayerDriver3=F>
{Driver3:Name} a pas mal de talent... peut-être même <i>trop</i>, si vous voyez ce que je veux dire.

Je me sentirais beaucoup mieux sans sa présence dans les parages...","{Driver3:Name} è un bravo pilota... forse anche <i>troppo</i> bravo, non so se mi spiego.

Mi sentirei molto meglio se non lavorasse più con noi...","<gender^PlayerDriver3=F>
{Driver3:Name} hat ganz schön was drauf. Vielleicht sogar <i>zu viel</i>, wenn Sie verstehen. 

Ich würde mich etwas besser fühlen, wenn sie nicht im Team wäre. 
</gender>
<gender^PlayerDriver3=M>
{Driver3:Name} hat ganz schön was drauf. Vielleicht sogar <i>zu viel</i>, wenn Sie verstehen.

Ich würde mich etwas besser fühlen, wenn er nicht im Team wäre. 
</gender>
","Como piloto, {Driver3:Name} es excepcional... Quizá <i>hasta demasiado</i>, no sé si me entiendes.

Yo me sentiría mucho mejor si no estuviera en el equipo... ","<gender^PlayerDriver3=F>
{Driver3:Name} sabe pilotar bem... talvez até <i>demais</i>, se você me entende. 

Eu ficaria muito mais à vontade se ela não estivesse por aqui...
</gender>
<gender^PlayerDriver3=M>
{Driver3:Name} sabe pilotar bem... talvez até <i>demais</i>, se você me entende. 

Eu ficaria muito mais à vontade se ele não estivesse por aqui...
</gender> ","<gender^PlayerDriver3=F>
{Driver3:Name} is een hele goede coureur… Misschien zelfs <i>te</i> goed, als je begrijpt wat ik bedoel.

Ik zou me een stuk beter voelen als ze niet in de buurt was… 
</gender>
<gender^PlayerDriver3=M>
{Driver3:Name} is een hele goede coureur… Misschien zelfs <i>te</i> goed, als je begrijpt wat ik bedoel.

Ik zou me een stuk beter voelen als hij niet in de buurt was… 
</gender>
","{Driver3:Name} viszonylag jó versenyző… talán <i>túlságosan is</i> jó, ha érted, hogy értem. 

Sokkal jobban érezném magam, ha nem lenne itt…","{Driver3:Name} dobrze prowadzi... Może nawet za dobrze, jeśli rozumiesz, o co mi lata.

Poczuję się lepiej, jeśli stąd zniknie...","<gender^PlayerDriver3=F>
{Driver3:Name} - хороший пилот... Может, даже  <i>слишком</i> хороший. Ну, вы понимаете.

Я буду чувствовать себя гораздо лучше, если она покинет команду...
</gender>
<gender^PlayerDriver3=M>
{Driver3:Name} - хороший пилот... Может, даже  <i>слишком</i> хороший. Ну, вы понимаете.

Я буду чувствовать себя гораздо лучше, если он покинет команду...
</gender>"
"Promises","DilemmaButtonText","","AnyDriver","<gender^PlayerDriver3=F>
I'll fire her soon!
</gender>
<gender^PlayerDriver3=M>
I'll fire him soon!
</gender>
","PSG_10007734","","AddPersonalityTrait = 225","TRUE","","","","Son cas sera bientôt réglé !","Sarà fatto!","Wird erledigt.","<gender^PlayerDriver3=F>
¡No tardaré en echarla!
</gender>
<gender^PlayerDriver3=M>
¡No tardaré en echarlo!
</gender>
","<gender^PlayerDriver3=F>
Não vou demorar para demiti-la!
</gender>
<gender^PlayerDriver3=M>
Não vou demorar para demiti-lo!
</gender>","<gender^PlayerDriver3=F>
Ik zal haar binnenkort ontslaan!
</gender>
<gender^PlayerDriver3=M>
Ik zal hem binnenkort ontslaan!
</gender>
","Máris kirúgom!","Wkrótce wyleci na bruk!","<gender^PlayerDriver3=F>
Я ее уволю!
</gender>
<gender^PlayerDriver3=M>
Я его уволю!
</gender>"
"Promises","DilemmaButtonText","","AnyDriver","No way!","PSG_10007735","","SubjectMorale = -10;","TRUE","","","","Pas question !","Non penso proprio!","Auf keinen Fall!","¡Qué morrazo tienes!","Sem chance!","Geen sprake van!","Kizárt!","Nic z tego!","Так не пойдет!"
"Promises","Dilemma","Type = Header; ","AnyDriver","R&R","PSG_10007736","Type = Dilemma28;","MailType = Dilemma; MailGroup = Drivers","TRUE","","","","Temps détente","Bisogno di riposo","Ruhe & Erholung","Descanso y recreo","Descanso","Ontspanning","Pihenés és relaxálás","Rekreacja","Голосование"
"Promises","Dilemma","Type = Dilemma28;","AnyDriver","Hey Boss,

I've not been feeling myself recently and I think I need a short break to recharge my batteries. There's a fantastic spa nearby that I normally go to, but I want to be able to get the best package just to be <i>certain</i> I'm better. I would really appreciate your support!

Thanks!","PSG_10007737","","MailButton = PSG_10007739; MailButton = PSG_10007738; SetSubject = AnyDriver","TRUE","","","","Bonjour,

Je ne suis plus vraiment moi-même ces derniers temps et je pense avoir besoin d'une petite pause pour recharger mes batteries. Je vais souvent à ce super spa, mais j'aimerais prendre leur meilleure offre pour <i>m'assurer</i> de revenir en forme. Votre soutien serait grandement apprécié.

Merci !","Ciao capo,

È da un po' che non sto benissimo e penso di avere bisogno di una pausa per ricaricare le batterie. Di solito vado in un centro benessere nei dintorni, ma vorrei scegliere il pacchetto migliore per avere la <i>certezza</i> di riprendermi. Mi farebbe davvero piacere avere il tuo sostegno!

Grazie!","Hallo,

Ich fühle mich in letzter Zeit nicht ganz auf der Höhe. Ich denke, ich brauche eine kleine Auszeit, um wieder Kraft zu schöpfen. Ich gehe normalerweise zu einem Wellness-Center hier in der Nähe, aber dieses Mal möchte ich sichergehen, dass ich mich <i>komplett</i> erhole. Ich würde mich über Ihre Unterstützung freuen!

Vielen Dank!","Buenas,

Últimamente no me encuentro muy bien y creo que necesito un pequeño descanso para recargar pilas. Hay un spa fantástico al que suelo ir, pero me gustaría disfrutar de la mejor sesión para asegurar mi recuperación. ¡Valoraría mucho tu apoyo!

¡Gracias!","Ei, chefe,

Eu não estou me sentindo bem ultimamente e acho que preciso de uma pequena folga para recarregar as minhas baterias. Tem um spa fantástico aqui perto que eu vou normalmente, mas eu quero poder pegar o melhor pacote para ter <i>certeza</i> que eu vou melhorar. Eu agradeço muito pelo seu apoio!

Valeu!","Hé baas,

Ik zit de laatste tijd niet lekker in mijn vel. Volgens mij heb ik een korte pauze nodig om mezelf weer op te laden. Er is een fantastische spa in de buurt waar ik normaliter naartoe ga, maar ik wil het beste pakket krijgen om er <i>zeker</i> van te zijn dat ik me beter ga voelen. Ik zou je steun echt waarderen!

Dank je wel!","Hé, főnök!

Mostanában nem érzem jól magam, és arra gondoltam, kellene egy kis pihenés, hogy feltöltsem az akkut. Van a közelben egy fantasztikus wellnessközpont, ahova járok, de most a legjobb csomagajánlatot szeretném, hogy <i>biztosan</i> jobban legyek. Nagyra értékelném, ha segítenél!

Kösz!","Hej, szefie.

Ostatnio jakoś czuję się nieswojo. Potrzebuję przerwy, by odzyskać siły. Niedaleko stąd jest spa, do którego zazwyczaj chodzę, ale jeśli mam być w szczytowej formie, muszę nabyć tam pełen pakiet. Mam nadzieję, że mi w tym pomożesz!

Dzięki!","Привет, босс!

В последнее время мне как-то не по себе. Наверное, нужно взять тайм-аут и освежиться. Здесь поблизости есть отличный спа-салон, я туда обычно хожу. Но хотелось бы получить полный комплекс процедур, просто для <i>уверенности</i> в результате. С благодарностью приму вашу помощь!

Спасибо!"
"Promises","DilemmaButtonText","","AnyDriver","Crack out the cucumbers!","PSG_10007738","","AddPersonalityTrait = 126; Transaction = -0.25;","TRUE","","","","Oui","Sì","Ja","Eso está hecho.","Sim","Haal de komkommers maar tevoorschijn!","Igen.","Tak","Да"
"Promises","DilemmaButtonText","","AnyDriver","Get a grip! Focus on driving!","PSG_10007739","","AddPersonalityTrait = 114; SubjectMorale = -10;","TRUE","","","","Pas question !","Non penso proprio!","Auf keinen Fall!","¡¿Pero qué dices?!","Sem chance!","Doe even normaal! Concentreer je op het rijden!","Kizárt!","Nic z tego!","Ни за что!"
"Staff","Dilemma","Type = Header;","AnyDriver","Improving my skills","PSG_10011314","Type = Dilemma29;","MailType = Dilemma; MailGroup = Drivers","TRUE","","","","Améliorer mes compétences","Miglioramento delle mie abilità","Übung macht den Meister","Mejorar mis habilidades","Melhorando minhas habilidades","Verbetering van mijn rijtechniek","Képességeim fejlesztése","Rozwijanie umiejętności","Совершенствование навыков"
"Staff","Dilemma","Type = Dilemma29;","AnyDriver","Hey boss,

I’ve heard from a contact inside {RandomTeam:Name} that they're working on improving their drivers' first lap performance… 

I've been analysing my telemetry with some of the mechanics, and they say there are a couple of ways in which I could improve. So, should I work on improving my starts? Or should we concentrate on my braking?","PSG_10011315","","MailButton = PSG_10011316; MailButton = PSG_10011317; SetSubject = AnyDriver","TRUE","","","","Bonjour chef,

Un contact au sein de {RandomTeam:Name} m'informe que l'écurie planche sur l'amélioration des performances de ses pilotes au premier tour...

J'ai analysé ma télémesure avec quelques mécaniciens, et ils disent qu'il y a deux ou trois choses qu'on pourrait améliorer. Vous préférez que je cherche à améliorer mes départs, ou qu'on se concentre sur mon freinage ?","Ciao capo,

Ho saputo da un conoscente alla {RandomTeam:Name} che la scuderia sta cercando di migliorare la prestazione del primo giro dei suoi piloti...

Ho analizzato la mia telemetria con i meccanici, i quali dicono che ci sono un paio di modi utili per farmi migliorare. Quindi, posso concentrarmi sulla partenza? O preferisci che continuiamo con le frenate?","Hey Boss,

Ich habe von einem Kontakt bei {RandomTeam:Name} gehört, dass die Fahrer dort daran arbeiten, ihre Leistung in der ersten Runde zu verbessern ...

Ein paar der Mechaniker haben mir dabei geholfen, meine Telemetriedaten zu analysieren und wir haben ein paar Sachen gefunden, die ich verbessern könnte. Sollte ich also an meinen Startrunden arbeiten? Oder mich auf das Bremsen konzentrieren?","Hola,

Conozco a gente en {RandomTeam:Name} que dicen que están trabajando para mejorar el rendimiento de sus pilotos en la primera vuelta...

He estado analizando mis telemetrías con algunos de los mecánicos y dicen que hay un par de maneras de mejorar los resultados. ¿Qué hago? ¿Me entreno para mejorar en la salida? ¿O me concentro practicar las frenadas?","Ei, chefe,

Soube por um contato dentro da {RandomTeam:Name} que eles estão trabalhando para melhorar o desempenho de seus pilotos na primeira volta...

Estive analisando minha telemetria com alguns dos mecânicos e eles dizem que há algumas maneiras como eu posso melhorar. Então, devo trabalhar para melhorar minhas largadas? Ou devemos nos concentrar na frenagem?","Hé baas,

Ik heb van een contactpersoon bij {RandomTeam:Name} gehoord dat ze de prestaties van hun coureurs in de eerste ronde willen verbeteren… 

Ik heb mijn telemetrie geanalyseerd met de monteurs, en zij zeggen dat er een paar manieren zijn waarop ik kan verbeteren. Dus: moet ik betere starts gaan maken? Of moeten we ons gaan concentreren op mijn remwerk?","Hé, főnök!

A(z) {RandomTeam:Name} csapatánál van egy belsős kontaktom, aki azt mondja, hogy a versenyzőik első körös teljesítményének javításán dolgoznak…

Pár szerelővel kielemeztem a telemetriámat, és szerintük több módon is javulhatnék. Dolgozzam én is a rajtjaimon? Vagy koncentráljak a fékezésre?
","Hej!

Mój kontakt w zespole {RandomTeam:Name} mówi mi, że pracują tam nad poprawieniem osiągów na pierwszym okrążeniu...

Po rozmowie z paroma mechanikami okazuje się, że również mogę się rozwinąć na tym polu, i to na kilka sposobów. To jak, mam popracować nad startami? A może lepiej skoncentrować się na hamowaniu?","Слушай, босс!

Мне тут шепнул один мой приятель из команды {RandomTeam:Name}, что они работают над улучшением техники прохождения первого круга...

Мы с механиками проанализировали телеметрию, и они говорят, что есть пара способов улучшить мои показатели. Так мне над стартами поработать или лучше над торможением?"
"Staff","DilemmaButtonText","","AnyDriver","Starts are more important!","PSG_10011316","","AddPersonalityTrait = 51;","TRUE","","","","Les départs sont plus importants !","La partenza è più importante!","Starts sind wichtiger!","¡Las salidas son más importantes!","As largadas são mais importantes!","Starts zijn belangrijker!","A rajt a fontosabb!","Ważniejsze są starty!","Старты важнее!"
"Staff","DilemmaButtonText","","AnyDriver","Braking, for sure!","PSG_10011317","","AddPersonalityTrait = 63;","TRUE","","","","Le freinage, bien sûr !","Sicuramente la frenata!","Ganz klar das Bremsen.","En frenar, está claro.","Frenagem, com certeza!","Remwerk natuurlijk!","Még szép, hogy a fékezésre!","Weź się za hamowanie!","Конечно, над торможением!"
"Staff","Dilemma","Type = Header;","AnyDriver","My adaptability","PSG_10011318","Type = Dilemma30;","MailType = Dilemma; MailGroup = Drivers","TRUE","","","","Ma flexibilité","La mia adattabilità","Meine Anpassungsfähigkeit","Mi adaptabilidad","Minha adaptabilidade","Mijn aanpassingsvermogen","Az alkalmazkodó-készségem","Moja wszechstronność","Моя приспособляемость"
"Staff","Dilemma","Type = Dilemma30;","AnyDriver","Urgh…

Have you seen that article by UK:SN? They said a dodo is more adaptable then me! A dodo! I mean, I don't really get the analogy, but I assume it's supposed to be insulting.

What do you think? Are they right?

If it’s true, I’m going to make damn sure nobody can call <i>me</i> a dodo again!","PSG_10011319","","MailButton = PSG_10011320; MailButton = PSG_10011321; SetSubject = AnyDriver","TRUE","","","","Arg...

Avez-vous vu l'article publié par UK:SN ? Il dit qu'un dodo serait plus apte que moi ! Un dodo ! Je veux dire, je ne comprends pas bien la métaphore, mais j'imagine que c'est censé être insultant.

Qu'en pensez-vous ? Ont-ils raison ?

Si c'est le cas, je ferai en sorte que personne ne me compare <i>plus jamais</i> à un dodo !","Argh...

Hai visto quell'articolo su UK:SN? Dice che persino un dinosauro si adatta meglio di me! Un dinosauro! Non capisco bene l'analogia, ma immagino sia un insulto.

Che cosa ne pensi? Hanno ragione?

Se è così, farò in modo che <i>nessuno</i> possa darmi di nuovo del dinosauro!","Puh ...

Haben Sie den Artikel von UK:SN gesehen? Die haben gesagt, ein Dodo wäre anpassungsfähiger als ich! Ein Dodo! Also ... na gut, ich verstehe den Vergleich nicht, aber es klingt beleidigend.

Was glauben Sie? Haben die Recht?

Wenn das wahr ist, werde ich sichergehen, dass <i>mich</i> nie wieder jemand einen Dodo nennt!","Argh...

¿Has visto ese artículo de UK:SN? ¡Pone que un pájaro bobo se adapta más que yo! ¡Un pájaro bobo! La verdad es que no entiendo la analogía, pero supongo que es un insulto. 

¿Qué piensas tú? ¿Crees que tienen razón?

Si es verdad, ¡me aseguraré de que nadie pueda llamarme pájaro bobo jamás!","Argh...

Você leu aquela matéria da UK:SN? Eles disseram que um quero-quero é mais adaptável do que eu! Um quero-quero! Assim, eu não entendi muito bem a analogia, mas imagino que seja um insulto.

O que você acha? Eles têm razão?

Se for verdade, vou fazer com que ninguém mais possa <i>me</i> chamar de quero-quero de novo!","Urgh…

Heb je dat artikel van UK:SN gezien? Ze zeiden dat een dodo meer aanpassingsvermogen heeft dan ik? Een dodo! Ik snap de analogie niet zo, maar ik neem aan dat het een belediging is.

Wat vind jij? Hebben ze gelijk?

Als het waar is, zal ik ervoor zorgen dat niemand <i>mij</i> ooit nog een dodo gaat noemen!","Ööö…

Láttad azt a cikket az UK:SN-ben? Szerintük még a dodó is jobban alkalmazkodik nálam! Nem igazán értem ezt a hasonlatot, de felteszem, hogy sértésnek szánták.

Te mit gondolsz? Igazuk van?

Ha igazuk van, akkor majd teszek róla, hogy soha senki rohadtul ne hívhasson többé <i>engem</i> dodónak!
","Uch...

W UK:SN był straszny artykuł. Napisali tam, że kamień jest bardziej wszechstronny niż ja! Kamień! To znaczy nie do końca rozumiem to porównanie, ale domyślam się, że ma być obraźliwe.

Co ty na to? Zgadzasz się z nimi?

Jeśli tak, to postaram się, żeby już nikt nie mógł mnie nazwać kamlotem!","Хм... 

Вы видели ту статью в спортивных новостях? Они говорят, что дронт был бы более адаптивен, чем я! Дронт! Я, по совести, не очень-то схватываю смысл аналогии, но это явно должно быть какое-то оскорбление... 

А вы как думаете? Правы они? 

Если это верно, уж я, черт возьми, позабочусь, чтобы никто впредь не смог назвать <i>меня</i> дронтом!"
"Staff","DilemmaButtonText","","AnyDriver","Prove them wrong!","PSG_10011320","","AddPersonalityTrait = 198;","TRUE","","","","Prouvez le contraire !","Dimostragli che si sbagliano!","Zeig’s ihnen!","¡Demuestra que se equivocan!","Prove que eles estão errados!","Bewijs hun ongelijk!","Bizonyítsd be, hogy tévednek!","Pokaż im, że się mylą!","Докажи, что они ошибаются!"
"Staff","DilemmaButtonText","","AnyDriver","No, you're great!","PSG_10011321","","AddPersonalityTrait = 183;","TRUE","","","","Non, vous êtes splendide !","No, sei eccezionale!","Nein, alles ist in Ordnung!","¡Para nada, eres increíble!","Não, você é fenomenal!","Nee, je bent geweldig!","Dehogy, szuper vagy!","Nie, nie widzę problemu!","Нет, с тобой все в порядке!"
"Staff","Dilemma","Type = Header;","AnyDriver","Feedback needed!","PSG_10011322","Type = Dilemma31;","MailType = Dilemma; MailGroup = Drivers","TRUE","","","","Feedback nécessaire !","Ho bisogno di un feedback","Brauche Feedback!","¡Necesito tu opinión!","Preciso da sua opinião!","Feedback nodig!","Visszajelzést kérek!","Potrzebna porada!","Нужен взгляд со стороны!"
"Staff","Dilemma","Type = Dilemma31;","AnyDriver","I feel like I'm going bonkers, boss... 

I can’t think straight, I don’t know what I’m good or bad at anymore! I'm really finding practice and quali sessions harder these days… and then sometimes I just feel like my racecraft is... well, rubbish!

I think I can get on top of this, but what should I concentrate on?","PSG_10011323","","MailButton = PSG_10011324; MailButton = PSG_10011325; SetSubject = AnyDriver","TRUE","","","","J'ai l'impression de perdre la boule, chef...

Je n'arrive plus à aligner mes pensées, je ne sais plus quelles sont mes forces et mes faiblesses ! Les essais libres et les sessions de qualifications me semblent très difficiles en ce moment... et parfois j'ai l'impression que ma conduite est... comment dire, nulle !

Je devrais être capable de me reprendre, mais sur quoi voulez-vous que je me concentre ?","Mi sembra di impazzire, capo...

Non riesco a pensare con lucidità, non so più quali sono i miei pregi e i miei difetti al volante! Trovo che le prove libere e le sessioni di qualifica siano molto più difficili... e che in generale le mie prestazioni siano ridicole!

Penso di poter riacquistare il controllo, ma su quali aspetti mi devo concentrare?","Ich glaube, ich verliere langsam den Verstand ...

Ich habe keine Ahnung mehr, worin ich gut bin und worin nicht! Training und Qualifying werden immer anstrengender, aber mir kommt es auch so vor, dass ich im Rennen ... zu wünschen übrig lasse.

Ich denke, ich kann das ändern – aber womit sollte ich anfangen?","Me parece que se me está yendo la cabeza...

¡No sé lo que me hago ni sé qué se me da bien o qué se me da mal! Cada vez me cuestan más la clasificación y los entrenamientos... y a veces creo que corro fatal...

Creo que puedo superarlo, pero ¿qué crees que debería entrenar más?","Sinto que eu estou enlouquecendo, chefe...

Não consigo pensar direito, não sei mais o que faço bem ou mal! Realmente tenho achado os treinos e sessões classificatórias mais difíceis atualmente... E às vezes eu só sinto que minha pilotagem é... bem, um lixo!

Acho que consigo superar isso, mas no que eu devo me concentrar?","Ik heb het gevoel dat ik gek word, baas... 

Ik kan niet helder meer denken. Ik weet niet meer waar ik goed en slecht in ben! De oefen- en kwalificatiesessies vallen me tegenwoordig steeds zwaarder... En soms heb ik gewoon het gevoel dat mijn rijtechniek… nou ja, gewoon kloten is!

Ik denk dat ik hieroverheen kan komen, maar waar moet ik me op richten?","Úgy érzem, hogy bedilizek, főnök... 

Képtelen vagyok tisztán gondolkodni, már nem tudom többé, mi jó, mi  rossz! Mostanában egyre nehezebben viselem a szabadedzéseket meg az időmérőket… és időnként egyszerűen úgy érzem, hogy a versenytudásom is… hát, vacak!

Szerintem úrrá tudok lenni ezen, de mire kellene koncentrálnom? 
","Chyba zaczyna mi odbijać... 

Nie mogę jasno myśleć. Nie wiem nawet, co idzie mi dobrze, a co źle! Sesje treningowe i kwalifikacyjne robią się coraz trudniejsze... A czasami to wydaje mi się, że w ogóle nie potrafię prowadzić na wyścigach!

Chyba jakoś sobie poradzę, ale na czym mam się skoncentrować?","Босс, у меня совсем крыша едет... 

Ничего толком не соображаю, не пойму, что делаю так, что не так... Тренировки и квалификационные заезды реально тяжело мне даются в последние дни... и чувство иногда такое, что как гонщик я просто никуда не гожусь! 

Думаю, мне вполне по силам с этим справиться, но на что именно мне следует приналечь? "
"Staff","DilemmaButtonText","","AnyDriver","Races!","PSG_10011324","","AddPersonalityTrait = 65;","TRUE","","","","Sur les courses !","Gare!","Rennen!","¡Las carreras!","Corridas!","Races!","A versenyekre!","Na wyścigach!","На гонки!"
"Staff","DilemmaButtonText","","AnyDriver","Practice and quali!","PSG_10011325","","AddPersonalityTrait = 66;","TRUE","","","","Sur les essais libres et qualifs !","Prove libere e qualifiche!","Training und Qualifying!","¡La clasificación y los entrenamientos!","Treinos e classificatórias!","Oefening en kwalificatie!","A szabadedzésre és az időmérőre!","Treningu i kwalifikacjach!","На тренировки и квалификации!"
"Staff","Dilemma","Type = Header;","Assistant","Media training?","PSG_10011326","Type = Dilemma32;","MailType = Dilemma; MailGroup = Drivers","TRUE","","","","Formation d'échange avec les médias","Formazione sui media?","Medientraining?","Tu relación con los medios especializados","Treinamento para a mídia?","Mediatraining?","Médiakurzus?","Interakcje z mediami?","Научиться контактировать с прессой?"
