Part Type,Team,TS,ACC,DEC,HSC,MSC,LSC,Reliability,Condition,Age,Performance Improvability
Rear Wing,12,,,,288,,,60,60,14,6
Rear Wing,13,,,,350,,,60,60,26,5
Rear Wing,13,,,,345,,,60,60,6,7
Rear Wing,14,,,,317,,,60,60,22,11
Rear Wing,14,,,,316,,,60,60,35,5
Rear Wing,15,,,,223,,,60,60,18,11
Rear Wing,15,,,,221,,,60,60,32,7
Rear Wing,16,,,,239,,,60,60,20,5
Rear Wing,16,,,,237,,,60,60,10,11
Rear Wing,17,,,,202,,,60,60,39,10
Rear Wing,17,,,,202,,,60,60,3,12
Rear Wing,18,,,,305,,,60,60,17,4
Rear Wing,18,,,,304,,,60,60,15,7
Rear Wing,19,,,,218,,,60,60,7,9
Rear Wing,19,,,,215,,,60,60,22,10
Rear Wing,20,,,,223,,,55,55,4,6
Rear Wing,20,,,,220,,,60,60,35,5
Rear Wing,21,,,,214,,,60,60,35,9
Rear Wing,21,,,,212,,,60,60,20,7
Rear Wing,22,,,,23,,,60,60,17,7
Rear Wing,22,,,,22,,,60,60,12,5
Rear Wing,23,,,,23,,,60,60,21,5
Rear Wing,23,,,,22,,,60,60,19,3
Rear Wing,24,,,,23,,,60,60,2,5
Rear Wing,24,,,,21,,,60,60,27,3
Rear Wing,25,,,,23,,,60,60,19,4
Rear Wing,25,,,,20,,,60,60,30,6
Rear Wing,26,,,,22,,,60,60,9,3
Rear Wing,26,,,,19,,,60,60,14,3
Rear Wing,27,,,,23,,,60,60,26,3
Rear Wing,27,,,,23,,,60,60,20,5
Rear Wing,28,,,,23,,,60,60,18,5
Rear Wing,28,,,,22,,,60,60,8,11
Rear Wing,29,,,,23,,,60,60,27,10
Rear Wing,29,,,,20,,,60,60,18,8
Rear Wing,30,,,,23,,,60,60,6,5
Rear Wing,30,,,,21,,,60,60,7,5
Rear Wing,31,,,,23,,,60,60,13,6
Rear Wing,31,,,,23,,,60,60,7,5
Rear Wing GT,32,,,,300,,,60,60,17,7
Rear Wing GT,32,,,,285,,,60,60,12,5
Rear Wing GT,33,,,,263,,,60,60,21,5
Rear Wing GT,33,,,,265,,,60,60,19,3
Rear Wing GT,34,,,,336,,,60,60,2,5
Rear Wing GT,34,,,,310,,,60,60,27,3
Rear Wing GT,35,,,,240,,,60,60,19,4
Rear Wing GT,35,,,,237,,,60,60,30,6
Rear Wing GT,36,,,,275,,,60,60,9,3
Rear Wing GT,36,,,,273,,,60,60,14,3
Rear Wing GT,37,,,,247,,,60,60,26,3
Rear Wing GT,37,,,,245,,,60,60,20,5
Rear Wing GT,38,,,,275,,,60,60,18,5
Rear Wing GT,38,,,,273,,,60,60,8,11
Rear Wing GT,39,,,,232,,,60,60,27,10
Rear Wing GT,39,,,,231,,,60,60,18,8
Rear Wing GT,40,,,,204,,,60,60,6,5
Rear Wing GT,40,,,,202,,,60,60,7,5
Rear Wing GT,41,,,,219,,,60,60,13,6
Rear Wing GT,41,,,,217,,,60,60,7,5
Rear Wing GT,42,,,,167,,,60,60,17,7
Rear Wing GT,42,,,,166,,,60,60,12,5
Rear Wing GT,43,,,,96,,,60,60,21,5
Rear Wing GT,43,,,,96,,,60,60,19,3
Rear Wing GT,44,,,,119,,,60,60,2,5
Rear Wing GT,44,,,,116,,,60,60,27,3
Rear Wing GT,45,,,,145,,,60,60,19,4
Rear Wing GT,45,,,,144,,,60,60,30,6
Rear Wing GT,46,,,,55,,,60,60,9,3
Rear Wing GT,46,,,,53,,,60,60,14,3
Rear Wing GT,47,,,,64,,,60,60,26,3
Rear Wing GT,47,,,,63,,,60,60,20,5
Rear Wing GT,48,,,,54,,,60,60,18,5
Rear Wing GT,48,,,,54,,,60,60,8,11
Rear Wing GT,49,,,,33,,,60,60,27,10
Rear Wing GT,49,,,,31,,,55,60,18,8
Rear Wing GT,50,,,,18,,,60,60,6,5
Rear Wing GT,50,,,,16,,,60,60,7,5
Rear Wing GT,51,,,,2,,,60,60,13,6
Rear Wing GT,51,,,,1,,,60,60,7,5
Rear WingGET,52,,,,971,,,60,60,6,5
Rear WingGET,52,,,,969,,,58,58,7,5
Rear WingGET,53,,,,761,,,60,60,13,6
Rear WingGET,53,,,,758,,,60,60,7,5
Rear WingGET,54,,,,806,,,60,60,17,7
Rear WingGET,54,,,,798,,,60,60,12,5
Rear WingGET,55,,,,684,,,60,60,21,5
Rear WingGET,55,,,,674,,,60,60,19,3
Rear WingGET,56,,,,776,,,60,60,2,5
Rear WingGET,56,,,,775,,,60,60,27,3
Rear WingGET,57,,,,662,,,60,60,19,4
Rear WingGET,57,,,,657,,,60,60,30,6
Rear WingGET,58,,,,44,,,60,60,9,3
Rear WingGET,58,,,,43,,,60,60,14,3
Rear WingGET,59,,,,47,,,60,60,26,3
Rear WingGET,59,,,,45,,,60,60,20,5
Rear WingGET,60,,,,53,,,60,60,18,5
Rear WingGET,60,,,,50,,,60,60,8,11
Rear WingGET,61,,,,63,,,60,60,27,10
Rear WingGET,61,,,,56,,,60,60,18,8
Rear WingGET,62,,,,43,,,60,60,6,5
Rear WingGET,62,,,,42,,,60,60,7,5
Rear WingGET,63,,,,29,,,60,60,13,6
Rear WingGET,63,,,,22,,,60,60,7,5
